KOI	RPLANET	PER	UPER	A	TPLANET	MSTAR	TSTAR	RSTAR	RR
1576.02	2.84	13.084143	0.000065	0.106	751	0.93	5445	1.04	0.02518
1589.02	2.36	12.8824906	0.0001446	0.106	774	0.96	5755	0.99	0.02197
2130.01	1.66	16.8548102	0.0002181	0.106	398	0.56	4013	0.54	0.02837
2451.01	2.02	13.3752216	0.0001586	0.106	690	0.88	5208	0.95	0.01944
2523.01	1.91	13.0310603	0.0005244	0.106	671	0.92	5363	0.85	0.02048
312.01	1.91	11.57894	0.0000658	0.107	914	1.2	6158	1.21	0.01445
505.01	2.87	13.7671376	0.0000682	0.107	641	0.86	4985	0.91	0.02895
664.01	1.83	13.1374209	0.0001344	0.107	834	0.94	5725	1.17	0.01436
738.02	3.22	13.2899208	0.0001314	0.107	714	1.05	5711	0.86	0.03437
853.02	1.78	14.4967183	0.0001826	0.107	576	0.89	4842	0.78	0.02098
1117.01	2.2	11.0894175	0.000144	0.107	1084	1.11	6405	1.58	0.01278
1236.02	2.04	12.3097942	0.0001042	0.107	900	1.15	6562	1.03	0.01807
1276.02	1.24	13.2610673	0.0002715	0.107	667	0.93	5440	0.83	0.01377
1598.03	1.4	13.9307818	0.0002599	0.107	695	0.85	5565	0.86	0.015
1909.01	1.52	12.7580785	0.000096	0.107	803	1	5856	1.03	0.01351
2023.01	2.38	13.5905279	0.0001433	0.107	694	0.87	5262	0.96	0.02287
2168.02	1.6	12.5162545	0.0002339	0.107	779	1.05	5926	0.95	0.01548
2578.01	42.3	13.3309732	0.0001027	0.107	773	0.92	5705	1.01	0.38444
2597.02	1.63	12.1312254	0.0003167	0.107	858	1.11	6192	1.05	0.01417
157.01	2.92	13.0249294	0.0000482	0.108	785	1.06	5685	1.06	0.0253
350.01	2.36	12.991603	0.0000784	0.108	801	1.09	5775	1.07	0.02021
475.02	2.26	15.3130732	0.0001042	0.108	573	0.93	5056	0.71	0.029
541.01	2.44	13.6462463	0.0001213	0.108	643	0.96	5369	0.8	0.02813
614.01	7.87	12.8746856	0.0000141	0.108	720	0.98	5675	0.89	0.08086
700.03	1.29	14.6673128	0.0001784	0.108	691	0.77	5601	0.84	0.01397
1360.02	2.24	14.5896581	0.0001242	0.108	560	0.87	4953	0.71	0.02902
1992.01	1.65	12.7985788	0.0001872	0.108	753	1.04	5817	0.93	0.01625
2053.01	1.65	13.1215464	0.0001561	0.108	874	0.97	6080	1.15	0.01319
2371.01	1.7	12.9412985	0.0002608	0.108	745	0.99	5895	0.89	0.01763
2461.01	2.22	13.7120616	0.0002917	0.108	642	0.89	5345	0.8	0.02545
2488.01	1.28	12.4130056	0.0002725	0.108	920	1.09	6198	1.22	0.00964
124.01	3	12.6911459	0.0001066	0.109	990	1.14	5899	1.58	0.01747
409.01	2.18	13.2492116	0.0000629	0.109	712	0.95	5709	0.87	0.0229
446.01	1.76	16.7092448	0.0001086	0.109	463	0.72	4492	0.59	0.02707
463.01	2.51	18.4776592	0.0000513	0.109	339	0.47	3576	0.5	0.04571
1264.01	3.04	14.1317891	0.0001305	0.109	646	0.99	5418	0.8	0.03501
1279.01	1.31	14.3743767	0.0002009	0.109	642	0.84	5582	0.74	0.01627
1436.02	1.83	13.7513482	0.0001786	0.109	697	0.91	5616	0.86	0.01947
1798.01	8.55	12.9647123	0.0000116	0.109	778	1.03	5971	0.95	0.08236
1801.01	3.36	14.532271	0.0000496	0.109	636	0.81	5178	0.84	0.03649
1809.01	2.41	13.0939216	0.0000517	0.109	735	1.01	5692	0.94	0.02362
2148.01	2.78	11.9322332	0.0002007	0.109	1049	1.23	5503	2.04	0.01254
2483.01	1.15	15.0541722	0.0003988	0.109	628	0.76	5292	0.79	0.01333
2654.01	1.65	13.5631495	0.0004409	0.109	679	0.93	5584	0.83	0.01825
100.01	15.46	9.9664392	0.0000322	0.11	1573	1.39	6630	3.18	0.04455
151.01	5.47	13.4472468	0.0000469	0.11	799	1.11	6028	0.99	0.05054
824.01	9.97	15.3758706	0.000026	0.11	556	0.9	4829	0.75	0.12194
834.02	1.98	13.2334542	0.0001583	0.11	713	1.03	5614	0.91	0.01995
1060.01	1.88	12.1099519	0.000174	0.11	914	1.21	6400	1.15	0.015
1675.01	7.61	14.6243009	0.0001093	0.11	625	0.82	5534	0.72	0.09672
1868.01	2.07	17.7606693	0.0000839	0.11	393	0.57	4015	0.54	0.03501
2032.01	1.27	14.0796982	0.000095	0.11	671	0.88	5425	0.87	0.01342
2033.01	1.3	16.5409084	0.0001584	0.11	519	0.65	4957	0.62	0.01929
2186.01	2.54	14.9802003	0.0016532	0.11	582	0.79	4880	0.81	0.02896
41.01	2.08	12.8157354	0.0000526	0.111	869	1.11	5909	1.23	0.01544
116.01	2.58	13.5707271	0.0000587	0.111	791	1	5865	1.04	0.02283
442.01	2.3	13.5403686	0.0001205	0.111	723	1.06	5750	0.9	0.02333
900.01	4.6	13.8099396	0.0000905	0.111	795	1.09	5692	1.11	0.03789
1874.01	2.18	18.6846472	0.0001924	0.111	391	0.53	4160	0.5	0.03968
1889.01	2.82	14.3052025	0.0001447	0.111	667	0.9	5537	0.83	0.03124
2019.01	2.47	14.0881842	0.0001563	0.111	665	0.93	5545	0.82	0.02763
2342.01	1.22	15.0446258	0.0002908	0.111	790	0.8	5877	1.03	0.01084
250.02	2.94	17.251048	0.0000679	0.112	449	0.63	4486	0.58	0.04667
510.03	2.38	14.627111	0.0001815	0.112	699	0.86	5355	0.98	0.02226
557.01	2.64	15.65558	0.0000927	0.112	582	0.96	5002	0.78	0.03112
657.02	2.08	16.2824697	0.0000714	0.112	499	0.76	4632	0.67	0.02847
689.01	1.69	15.8736922	0.0001292	0.112	606	1	5438	0.72	0.02169
730.01	2.85	14.7883997	0.0001891	0.112	731	1.07	5599	0.98	0.02668
1825.01	4.46	13.5226036	0.0000728	0.112	898	1.04	5432	1.57	0.026
1838.01	2.5	16.7369546	0.0000846	0.112	463	0.67	4399	0.64	0.03584
162.01	2.53	14.0064064	0.0000563	0.113	724	1.06	5632	0.96	0.02417
244.01	6.51	12.720365	0.000007	0.113	1033	1.1	6103	1.66	0.03583
248.04	1.99	18.5962176	0.0002075	0.113	379	0.55	3974	0.53	0.03445
252.01	3.15	17.6044369	0.0000781	0.113	414	0.49	3905	0.65	0.04421
413.01	2.75	15.2289967	0.0000623	0.113	607	0.83	5236	0.78	0.03227
497.01	2.74	13.193257	0.0001099	0.113	803	1.09	6045	1.02	0.02453
1316.02	1.47	12.3767931	0.0003613	0.113	1019	1.25	5721	1.84	0.0073
1722.01	1.63	14.8771185	0.0003439	0.113	660	0.87	5582	0.81	0.01839
2137.01	1.79	14.9744097	0.0001713	0.113	677	0.85	5280	0.95	0.01717
152.03	2.59	13.4844677	0.0000739	0.114	806	1.1	6187	0.99	0.0239
171.02	2.07	13.0716172	0.0001209	0.114	871	1.16	6287	1.12	0.01687
333.01	2.27	13.2853878	0.0000893	0.114	849	1.13	6310	1.06	0.01961
341.01	2.98	14.341234	0.0000831	0.114	699	1.05	5536	0.93	0.02933
440.01	2.26	15.9068114	0.0000818	0.114	568	0.91	4980	0.76	0.0272
661.01	2.06	14.4010407	0.0000997	0.114	756	0.96	5825	0.99	0.01913
1031.01	1.99	14.5591596	0.0004685	0.114	725	1.07	5688	0.95	0.01917
1403.01	1.74	18.7544427	0.0001814	0.114	400	0.61	4209	0.53	0.03015
1409.01	2.69	16.5606232	0.0001632	0.114	631	1.07	5593	0.75	0.03301
1891.01	1.84	15.9552237	0.0001557	0.114	540	0.78	4970	0.69	0.0244
2283.01	14.85	17.4017077	0.0003533	0.114	430	0.65	4226	0.61	0.22395
2311.02	1.1	13.725101	0.0007596	0.114	747	1.06	5765	0.98	0.01021
2356.01	1.6	13.682009	0.0002541	0.114	743	1.04	5820	0.96	0.01532
2477.01	2.22	14.0262509	0.0001248	0.114	774	1	5679	1.09	0.0187
103.01	2.97	14.9107447	0.0000348	0.115	703	1	5531	0.96	0.02849
191.01	10.67	15.3587794	0.0000074	0.115	659	1.02	5495	0.85	0.1152
736.01	2.2	18.7939769	0.0001615	0.115	398	0.6	4157	0.54	0.03719
745.01	7.18	16.4699586	0.0000412	0.115	554	0.94	4957	0.74	0.08929
757.01	4.73	16.0686182	0.0000376	0.115	535	0.87	4956	0.69	0.06283
1647.01	1.92	14.970146	0.0002901	0.115	744	0.9	5576	1.05	0.01671
1944.01	6.23	12.1841178	0.0000997	0.115	1164	1.38	6265	2.04	0.02803
2115.01	3.12	15.7258286	0.0003889	0.115	628	0.83	5184	0.87	0.03302
2229.01	2.78	14.8321633	0.0010076	0.115	689	0.92	5571	0.91	0.02812
2293.01	2.23	15.0334334	0.0002366	0.115	703	0.88	5328	1.03	0.01986
2402.01	1.29	16.301773	0.0003212	0.115	535	0.77	4708	0.76	0.01554
82.01	2.45	16.1456735	0.0000215	0.116	545	0.8	4908	0.74	0.03049
137.02	6	14.8589405	0.0000143	0.116	690	1.05	5385	0.98	0.05629
758.01	3.15	16.0128514	0.0001319	0.116	573	0.96	4869	0.82	0.03498
867.01	3.34	16.0853507	0.0000714	0.116	590	0.94	5059	0.81	0.03772
960.01	14.97	15.8011078	0.0000053	0.116	586	0.92	5213	0.75	0.18212
1203.02	2.43	14.1284278	0.0002123	0.116	736	1.05	5812	0.95	0.02334
1245.01	1.97	13.7198964	0.0001508	0.116	813	1.1	6119	1.05	0.01716
1258.02	2.24	14.6461586	0.0002372	0.116	665	0.98	5517	0.87	0.02367
1563.04	3.16	16.7382551	0.0004011	0.116	550	0.75	4918	0.75	0.03882
1930.01	2.21	13.7268615	0.0001371	0.116	938	1.1	5897	1.51	0.01341
2029.01	1.33	16.332872	0.000151	0.116	550	0.79	5072	0.7	0.01741
2149.01	1.6	13.1512682	0.0001947	0.116	964	1.19	6089	1.5	0.0098
2252.01	1.54	13.53996	0.000266	0.116	899	1.13	6137	1.28	0.01102
2278.01	1.99	14.172579	0.0001902	0.116	832	1.05	6030	1.14	0.01605
2345.01	1.75	15.1870055	0.0002732	0.116	756	0.9	5875	0.99	0.01624
484.01	2.16	17.2052222	0.0000851	0.117	524	0.88	5065	0.64	0.03079
623.02	1.42	15.6774905	0.0001961	0.117	822	1.21	5877	1.18	0.01106
701.01	1.95	18.1641068	0.0000628	0.117	481	0.83	4807	0.6	0.02976
721.01	2.76	13.7244624	0.000153	0.117	935	1.17	5812	1.56	0.01626
740.01	2.16	17.6716841	0.0001725	0.117	492	0.79	4711	0.66	0.0302
1422.02	2.28	19.8502148	0.0001876	0.117	345	0.53	3712	0.52	0.04033
1489.01	2.04	16.0045124	0.0001616	0.117	553	0.91	5014	0.73	0.02558
1733.01	1.61	19.1812309	0.0003146	0.117	479	0.58	5101	0.53	0.02782
1797.01	2.3	16.7817743	0.0000467	0.117	531	0.75	4760	0.75	0.02822
2078.01	1.79	18.7842921	0.0002055	0.117	409	0.61	4193	0.57	0.02868
2113.01	2.63	15.942743	0.0002509	0.117	594	0.84	5177	0.79	0.03041
2295.01	0.63	16.2902169	0.0002812	0.117	623	0.79	5250	0.85	0.00677
2386.01	1.54	16.2693181	0.0002814	0.117	608	0.81	5597	0.71	0.01993
2503.01	2.41	14.8202225	0.0002997	0.117	831	0.97	4802	1.8	0.01229
2652.01	1.99	16.1282243	0.0003639	0.117	643	0.81	5326	0.88	0.02085
227.01	2.93	17.6601135	0.0000413	0.118	473	0.57	4633	0.63	0.04254
285.01	3.38	13.7487606	0.0000717	0.118	934	0.95	5883	1.53	0.02026
349.01	2.85	14.3867865	0.0000631	0.118	788	1.08	5652	1.18	0.0222
784.01	1.92	19.2714696	0.0001611	0.118	392	0.58	4112	0.55	0.03203
999.01	2.57	16.5680808	0.0001566	0.118	574	0.94	5118	0.76	0.03088
1432.02	1.75	15.0549523	0.000396	0.118	679	0.97	5675	0.87	0.0185
2002.01	1.43	14.3751712	0.0001449	0.118	728	1.06	5783	0.96	0.01365
443.01	2.49	16.2175044	0.0000951	0.119	626	1.03	5614	0.76	0.03001
533.01	2.62	16.5494324	0.0001451	0.119	621	0.99	5198	0.87	0.02756
707.04	3.42	13.1756354	0.0001499	0.119	1018	1.29	5904	1.82	0.01725
886.03	1.74	20.9954007	0.000578	0.119	336	0.51	3705	0.5	0.0318
1922.02	1.32	15.0955654	0.000305	0.119	690	0.98	5778	0.87	0.0139
2073.03	2.6	16.8580801	0.0001782	0.119	553	0.78	4877	0.79	0.03043
2335.01	1.74	16.22391	0.0002303	0.119	731	0.85	5590	1.05	0.0152
2512.01	21.25	15.9209305	0.0001428	0.119	615	0.88	5421	0.79	0.24724
2531.01	1.96	17.6993059	0.0003882	0.119	494	0.72	4646	0.69	0.02599
149.01	5.5	14.5573387	0.0000504	0.12	962	1.14	5642	1.79	0.02812
1616.01	1.37	13.9328148	0.0001269	0.12	817	1.17	6037	1.13	0.01117
1754.01	2.72	15.1358027	0.0002111	0.12	717	1	5705	0.97	0.02558
1920.01	2.06	16.5711175	0.000114	0.12	586	0.83	5303	0.75	0.02509
168.02	2.62	15.2744782	0.0001907	0.121	984	1.21	5877	1.74	0.01376
197.01	7.79	17.2762904	0.0000073	0.121	552	0.94	4907	0.79	0.09071
477.01	2.48	16.5430146	0.0001338	0.121	587	0.94	5039	0.84	0.02694
563.01	1.8	15.284623	0.0002219	0.121	721	1.08	5879	0.94	0.01762
626.01	2.09	14.5866672	0.0001126	0.121	814	1.12	6157	1.09	0.01767
717.01	1.87	14.7074205	0.0001405	0.121	748	0.9	5686	1.08	0.01589
812.02	2.11	20.0605718	0.0002066	0.121	388	0.59	4097	0.56	0.03482
841.01	5.44	15.3348883	0.0000536	0.121	656	0.94	5399	0.92	0.05425
1336.02	2.86	15.5741568	0.0002709	0.121	753	0.96	5843	1.03	0.02542
1495.01	2.69	15.5948981	0.000155	0.121	680	1.05	5661	0.9	0.02745
2593.01	0.8	14.7976343	0.0003937	0.121	777	1.07	5962	1.06	0.00691
279.02	2.06	15.4129829	0.0001244	0.122	849	1.14	6152	1.19	0.01585
586.01	2.17	15.7795543	0.00014	0.122	675	1.03	5707	0.88	0.02274
663.02	1.82	20.3065914	0.0000803	0.122	391	0.61	4156	0.56	0.0301
672.01	2.6	16.0879106	0.0000859	0.122	697	1.12	5524	1	0.02394
720.03	2.74	18.3700813	0.0000563	0.122	551	0.72	5123	0.72	0.03467
869.03	2.66	17.4606737	0.0001693	0.122	582	0.8	5085	0.82	0.02978
896.01	4.52	16.2395202	0.0000561	0.122	613	0.94	5190	0.87	0.04748
989.03	3.69	16.1609872	0.0001407	0.122	636	0.93	5394	0.87	0.03885
1261.02	2.09	15.1947091	0.0002884	0.122	713	1.05	5760	0.96	0.01995
1969.01	2.24	16.3435742	0.0001775	0.122	614	0.9	5435	0.8	0.0257
2067.01	2.97	13.2451432	0.000175	0.122	1100	1.37	5583	2.43	0.0112
2218.02	1.31	16.7261742	0.0004253	0.122	627	0.87	5539	0.8	0.01498
2352.01	1.11	13.3914013	0.0001709	0.122	959	1.34	6638	1.31	0.00776
2390.01	1.51	16.1051856	0.0002567	0.122	768	0.93	5775	1.11	0.01253
2560.01	2.24	18.1207373	0.000617	0.122	509	0.74	4736	0.72	0.02836
2655.01	1.68	16.2957121	0.0002598	0.122	633	0.91	5569	0.81	0.01907
743.01	7.49	19.4040015	0.0000356	0.123	493	0.96	4877	0.65	0.10619
750.01	1.55	21.6768905	0.0001834	0.123	406	0.76	4619	0.49	0.02921
845.01	3.52	16.3298571	0.0001109	0.123	704	1.06	5646	0.98	0.03288
906.02	2.6	17.6482171	0.000193	0.123	559	0.8	5017	0.78	0.03044
907.01	3.64	16.5139523	0.0001198	0.123	740	0.91	5634	1.09	0.03058
1210.01	2.19	14.5542638	0.0002368	0.123	808	1.06	6156	1.09	0.01846
1470.01	4.02	15.434095	0.0001575	0.123	682	1.03	5645	0.92	0.04002
1567.03	2.22	17.3263911	0.0003506	0.123	581	0.82	5027	0.84	0.02412
2212.01	1.61	17.146236	0.0004316	0.123	644	0.85	5710	0.8	0.01839
2287.01	2.36	16.0923925	0.0001645	0.123	832	0.96	4607	2.06	0.01051
2302.01	1.56	16.8581813	0.0003578	0.123	731	0.86	5984	0.94	0.01517
2450.01	1.52	16.8319178	0.0003041	0.123	650	0.86	5564	0.86	0.0162
476.01	2.14	18.427869	0.0001643	0.124	543	0.93	4993	0.76	0.02597
691.02	1.25	16.2254687	0.0004502	0.124	777	1.12	6037	1.06	0.01082
693.02	1.87	15.6603928	0.000129	0.124	738	1.1	6121	0.93	0.01845
733.04	2.28	18.643846	0.000203	0.124	508	0.74	5038	0.65	0.03227
1410.01	2.33	15.7495447	0.0001644	0.124	717	1.08	5929	0.93	0.02299
1842.01	2.67	16.841896	0.0000992	0.124	663	0.9	5389	0.96	0.02539
1935.01	14.61	15.4442746	0.0001313	0.124	695	1.07	5658	0.96	0.13939
2131.01	2.53	14.362739	0.0001922	0.124	885	1.24	6471	1.19	0.01949
2182.01	2.31	17.1327087	0.0003233	0.124	580	0.86	5276	0.77	0.02756
2310.01	1.93	16.4588048	0.0001582	0.124	639	0.93	5607	0.83	0.02133
2433.01	2.22	15.1634302	0.0006137	0.124	775	1.09	6084	1.03	0.01974
117.01	2.93	14.7491024	0.0000756	0.125	807	1.07	5949	1.18	0.02271
261.01	2.7	16.2384791	0.0000188	0.125	716	1.2	5692	1.02	0.02431
426.01	3.33	16.301293	0.0000926	0.125	755	1.1	5796	1.09	0.02805
1017.01	3.36	17.4448689	0.0001247	0.125	651	1.02	5350	0.95	0.03241
1955.01	1.89	15.1701755	0.0001281	0.125	803	1.13	6282	1.05	0.01647
2209.01	1.03	18.3021569	0.0004888	0.125	600	0.78	5484	0.77	0.0123
283.01	2.24	16.0919238	0.0000316	0.126	719	1.19	5687	1.03	0.01989
316.01	2.72	15.7709438	0.0003139	0.126	758	1.08	5622	1.18	0.02121
416.01	2.81	18.2080096	0.0000478	0.126	529	0.91	5083	0.7	0.03673
582.02	2.12	17.7389431	0.0001619	0.126	554	0.85	5103	0.76	0.02556
898.03	2.36	20.0897565	0.0002069	0.126	450	0.57	4648	0.61	0.03563
1818.01	3.41	16.8773422	0.0000921	0.126	716	0.93	5543	1.08	0.0289
1852.01	2.5	15.773779	0.0001239	0.126	763	1.08	5939	1.07	0.02145
2160.01	1.54	17.6708942	0.0003245	0.126	601	0.86	5564	0.76	0.01868
2313.01	2.18	16.0767746	0.0002105	0.126	680	1.02	5707	0.92	0.02168
274.01	1.12	15.0920524	0.0003506	0.127	940	1.2	6090	1.55	0.00663
507.01	3.25	18.492336	0.0000739	0.127	577	0.98	5117	0.83	0.03596
571.04	1.53	22.407512	0.0002071	0.127	346	0.54	3881	0.52	0.02697
597.01	2.6	17.3083094	0.0001742	0.127	711	1.09	5833	0.97	0.0246
671.03	1.61	16.2596246	0.0003596	0.127	721	1.03	5845	0.99	0.01489
1613.01	1.08	15.866212	0.0001989	0.127	759	1.08	5945	1.06	0.00933
1879.01	3.15	22.0851469	0.0001839	0.127	345	0.55	3831	0.53	0.05447
354.01	2.27	15.9599269	0.0001058	0.128	748	1.25	5935	1.04	0.01996
431.01	2.8	18.870214	0.0000766	0.128	582	1	5249	0.81	0.03175
921.02	3.09	18.1197822	0.0001304	0.128	540	0.89	5046	0.75	0.03762
1724.01	3.19	17.4245925	0.0003519	0.128	691	0.92	5753	0.95	0.0309
2376.01	2.37	18.8273475	0.0005985	0.128	558	0.8	5019	0.81	0.02673
2494.01	1.32	19.1185021	0.000532	0.128	632	0.76	5670	0.82	0.0148
277.01	3.82	16.231204	0.0000539	0.129	930	0.97	5973	1.61	0.02181
460.01	3.99	17.587568	0.0000628	0.129	686	1.04	5387	1.08	0.03403
694.01	2.77	17.4211251	0.0000617	0.129	628	0.97	5596	0.84	0.03038
704.01	2.85	18.3963186	0.0000732	0.129	610	0.99	5276	0.89	0.02946
1108.01	1.94	18.9252029	0.0001754	0.129	550	0.95	5350	0.7	0.0254
1362.01	2.29	20.5132085	0.0003946	0.129	514	0.68	5106	0.67	0.0313
1520.01	1.98	18.45848	0.0001504	0.129	591	0.98	5235	0.84	0.02149
1619.01	0.8	20.6658859	0.0003616	0.129	464	0.67	4806	0.62	0.0118
1945.02	1.8	17.1185534	0.0003034	0.129	624	0.98	5365	0.9	0.01847
108.01	2.94	15.9653489	0.0000471	0.13	805	1.15	5975	1.21	0.02224
275.01	1.95	15.7918577	0.0001377	0.13	827	1.18	5795	1.36	0.01316
314.02	1.77	23.0894471	0.0000637	0.13	346	0.55	3900	0.53	0.03078
624.01	2.46	17.78993	0.0000892	0.13	618	0.93	5537	0.83	0.0272
952.03	2.64	22.780652	0.0001586	0.13	350	0.49	3911	0.54	0.04521
1786.01	4.38	24.6788532	0.0000835	0.13	357	0.48	4371	0.45	0.09027
2299.01	10.95	16.4868318	0.000134	0.13	706	1.09	5830	0.98	0.10233
2506.01	1.78	17.3584785	0.0004192	0.13	728	0.97	5884	1.02	0.01593
508.02	3.31	16.6658433	0.0001071	0.131	704	1.08	5679	1.04	0.02931
674.01	12.07	16.3389521	0.0000713	0.131	955	1.29	4864	2.6	0.04259
1052.01	2.42	17.0285826	0.0004157	0.131	721	1.03	6066	0.95	0.02334
1591.01	2.79	19.6566682	0.0002547	0.131	517	0.84	5130	0.69	0.0373
2038.03	1.54	17.9130386	0.000475	0.131	610	0.93	5497	0.83	0.01704
2044.01	3.42	16.9233279	0.0002251	0.131	694	1.05	5805	0.96	0.03256
238.01	2.4	17.2322921	0.0001125	0.132	735	1.03	6032	1.01	0.02187
281.01	3.46	19.5566341	0.0001077	0.132	949	1.23	5699	1.88	0.01689
639.01	2.27	17.9798798	0.000117	0.132	731	1.11	6166	0.95	0.02187
679.02	0.94	16.2583133	0.0007859	0.132	774	1.16	5913	1.16	0.00738
811.01	3.81	20.5059352	0.0000919	0.132	491	0.88	4764	0.72	0.04849
1814.01	4.45	14.8001191	0.0002211	0.132	980	1.4	6830	1.4	0.02923
1971.01	2.35	19.3295989	0.0001966	0.132	505	0.83	4872	0.73	0.02951
2407.01	1.38	17.2918408	0.0004354	0.132	694	1.02	5953	0.92	0.01374
2444.01	2.42	18.5526948	0.000328	0.132	584	0.88	5319	0.82	0.02706
467.01	5	18.0092973	0.0000348	0.133	635	1.04	5583	0.89	0.05178
708.01	2.54	17.4065189	0.0001056	0.133	720	1.09	6036	0.97	0.02392
802.01	10.46	19.6203416	0.0000117	0.133	568	0.92	5556	0.71	0.13418
1378.01	1.24	19.3012478	0.0002569	0.133	592	0.79	5234	0.88	0.01295
1480.01	2.58	20.3816363	0.0001773	0.133	486	0.75	4948	0.66	0.03579
1908.02	1.05	24.0882557	0.0004509	0.133	363	0.54	4174	0.52	0.01859
1921.01	3.09	16.0049009	0.0001402	0.133	924	1.24	6523	1.37	0.02065
1958.01	2.7	17.8156312	0.0001462	0.133	646	0.98	5722	0.87	0.02843
1972.01	1.93	17.7909905	0.0001358	0.133	684	0.99	5816	0.95	0.01875
2316.01	2.29	17.1375581	0.0003313	0.133	738	1.07	5987	1.04	0.02023
2550.01	1.78	18.0244742	0.0003746	0.133	644	0.97	5707	0.87	0.01869
284.01	1.49	18.0099901	0.0001487	0.134	725	1.16	5925	1.03	0.01326
312.02	1.84	16.3992207	0.0001169	0.134	817	1.2	6158	1.21	0.01394
313.01	2.2	18.735721	0.0000826	0.134	597	1.01	5348	0.86	0.02353
459.01	3.09	19.4463133	0.0000848	0.134	643	1.06	5601	0.91	0.03119
574.01	2.45	20.1349344	0.0001139	0.134	509	0.79	5047	0.7	0.03204
817.01	1.77	23.9681213	0.0002895	0.134	344	0.56	3905	0.53	0.03038
1022.01	2.56	18.8272855	0.0003393	0.134	605	1.01	5469	0.84	0.02791
1198.01	2.97	16.0882107	0.0002453	0.134	827	1.24	6297	1.19	0.02289
1385.01	55.21	18.6100931	0.0000062	0.134	647	1.02	5848	0.84	0.60131
1861.01	2.36	17.5043892	0.0001398	0.134	698	1.04	5938	0.95	0.02277
2634.01	2.06	19.9399014	0.0004064	0.134	547	0.8	5428	0.7	0.02702
635.01	2.73	16.7197865	0.0001042	0.135	782	1.11	6129	1.13	0.02219
1332.01	2.66	19.3056066	0.0003545	0.135	680	0.89	5661	1	0.02437
730.03	2.43	19.7213435	0.0004403	0.136	663	1.07	5599	0.98	0.02273
735.01	4.37	22.3413264	0.0001718	0.136	490	0.96	5080	0.65	0.06177
1529.01	1.98	17.980123	0.000305	0.136	706	1.04	6074	0.94	0.01923
2025.01	2.94	17.8486259	0.0001814	0.136	835	1.06	6215	1.26	0.0214
2040.01	1.99	19.5857895	0.0001352	0.136	630	0.87	5741	0.84	0.02174
2150.01	2.51	18.5059479	0.0002627	0.136	640	0.98	5664	0.89	0.02578
2660.01	2.92	18.0166261	0.0012783	0.136	740	1.03	5984	1.07	0.025
70.05	1.02	19.5778928	0.000298	0.137	629	0.9	5443	0.94	0.00998
245.02	0.75	21.3018475	0.0001332	0.137	538	0.75	5288	0.73	0.00949
569.01	2.37	20.7287406	0.0001789	0.137	532	0.79	5039	0.79	0.02774
829.01	2.89	18.6489516	0.000155	0.137	658	1.06	5858	0.89	0.02987
864.02	2.23	20.0504267	0.0002245	0.137	554	0.93	5337	0.76	0.0269
934.03	2.73	18.746556	0.0003048	0.137	635	1.03	5733	0.86	0.02889
1430.02	2.5	22.9292715	0.0002524	0.137	421	0.65	4502	0.62	0.03722
1585.01	2.3	19.1790309	0.0002402	0.137	601	1	5514	0.84	0.02525
2183.01	1.79	19.0233909	0.0003669	0.137	612	0.94	5610	0.84	0.01957
216.01	7.15	20.1720109	0.0000273	0.138	582	0.86	5086	0.93	0.07059
567.02	2.17	20.3029065	0.0001886	0.138	597	1.03	5536	0.82	0.02411
884.02	4.23	20.4765357	0.0000509	0.138	504	0.81	4931	0.74	0.05238
1246.01	2.42	19.0370711	0.0003454	0.138	717	1.1	6032	1	0.02215
1433.01	2.03	19.8076171	0.0003503	0.138	588	0.97	5560	0.79	0.02355
1899.01	2.15	19.7621579	0.0002152	0.138	690	0.89	5595	1.08	0.01824
1914.01	5.14	18.9309368	0.0001506	0.138	760	0.98	4843	1.75	0.02696
2314.01	2.12	18.8706109	0.0002082	0.138	670	0.99	5893	0.92	0.02116
2315.01	1.77	22.1338965	0.0002885	0.138	474	0.72	5023	0.63	0.02565
298.01	1.4	19.9636393	0.0001732	0.139	615	0.84	5445	0.91	0.01406
331.01	3.54	18.6842093	0.0001977	0.139	803	0.91	5536	1.5	0.0216
417.01	11.65	19.1930914	0.000018	0.139	620	1.04	5635	0.86	0.12349
528.03	3.12	20.5527993	0.0001417	0.139	633	1.05	5448	0.96	0.02961
857.02	2.69	20.025907	0.0001974	0.139	528	0.89	5033	0.79	0.03144
881.01	3.28	21.0223636	0.0001451	0.139	506	0.86	5053	0.72	0.04203
1215.01	2.92	17.3244043	0.0002095	0.139	903	1.16	5946	1.65	0.01624
2236.01	2.03	19.9879529	0.0003058	0.139	587	0.89	5615	0.78	0.02383
490.04	1.4	21.8042832	0.0004265	0.14	486	0.76	4781	0.74	0.01728
753.01	8.43	19.8991475	0.0000211	0.14	606	0.98	5648	0.83	0.09347
920.01	2.4	21.8044107	0.0001397	0.14	512	0.91	5330	0.66	0.03319
972.01	5.96	13.1189532	0.0001347	0.14	1580	1.56	7779	2.97	0.01841
1751.02	3.44	20.9943312	0.0001264	0.14	554	0.82	5052	0.87	0.03639
2513.01	12	19.00545	0.0002297	0.14	740	1.01	6128	1.05	0.10493
42.01	2.71	17.8343811	0.000031	0.141	845	1.14	6170	1.36	0.01825
418.01	9.45	22.4183305	0.0000123	0.141	529	0.98	5153	0.76	0.11352
435.01	3.31	20.5496544	0.0000818	0.141	597	0.89	5709	0.79	0.03833
